stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,4,1,4,11,0,0,0,3,3,85,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,3.1,7.05,0,0,0,0,0,0,0,0,0,0,0.28,0,2.25,1.97,0.28,2.54,0,0.85,0,1.41,9.02,10.71,0,0,2.25,0.28,0,13.53,0,0,0,0,0,0
21Day,4.07,0,0,15.91,5.18,1.85,0,1.85,0,0,0.74,0,0,0,0.74,1.48,0.74,1.48,6.66,0,10.36,0,0.37,0.37,1.48,3.7,7.03,0,0,3.33,1.85,0.37,5.18,0,1.11,1.11,0.37,0,0.37
3Month,0.1,0.42,0.83,31.31,2.6,0,0.1,0.42,0.1,0.83,3.22,0.1,0,13.73,1.46,0.21,2.81,9.26,2.6,1.66,2.08,0.73,0,0.83,5.41,4.16,0.1,0.52,0.73,0.21,1.04,10.19,0.21,0.1,0,0.94,0.52,214.8,3.02
22Month,0,0.82,0.14,18.58,0.27,0,0.27,0.14,0.14,0.27,2.32,2.6,0,15.71,0.14,0.41,0.96,2.87,1.23,2.05,4.78,0,1.09,0.14,0.27,2.05,0.14,0.68,0.96,0.27,0.14,5.06,0.68,0.14,0,0.14,0,0.68,0.41
