stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,10,0,0,0,0,1,0,24,0,0,0,0,0,1,3,16,0,0,0,0,9,74,0,0,0,0,0,0,0,0,0,7,0,0,0
72hpf,6.2,0.28,0,1.41,0,3.1,0.28,0,0,0,0.28,0,0,0,0,2.25,8.46,0.56,7.61,0,1.69,0,0.28,191.09,352.31,0.28,0,0,10.15,0.85,0,6.48,23.96,18.6,14.37,0,0,0
21Day,4.07,1.11,0,7.77,1.48,4.07,2.22,0,0.37,0,0,2.59,0.37,1.11,0.37,0.37,2.22,0.74,12.21,0,0,0.37,0,32.93,45.14,0.37,1.48,0,10.36,3.33,3.33,5.18,9.25,35.52,6.29,0,0,0.37
3Month,0,0.42,0,3.64,0.1,0,0,0.52,1.04,0,0,6.03,1.04,0,1.77,0.62,1.04,0.73,6.45,3.02,0,0.42,0.73,1.25,3.64,1.98,0.31,0,0.21,1.35,137.41,0.31,0.52,0,0.52,0.42,33.7,0.62
22Month,0.41,0,0.14,0.82,0,0,0,0.41,0.96,0.14,0,8.06,0,0.14,0.96,0.27,0,0.27,3.55,0.41,0.14,0,0.14,0.96,0.27,4.37,0.41,1.5,0.14,0.14,40.31,0.96,1.78,0,0.55,0,0.14,0.14
