stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,21.14,1.13,0,0,0,1.41,0,0.28,0.28,39.46,1.69,0,0,0,0
21Day,0.74,0.37,0,4.44,0,2.59,0,0.37,0,0,0,0,0,0,0.74,0.37,0,7.03,0.37,0.74,0,0.74,0,9.62,0.74,0,0.74,0,1.48,1.48,1.11,0.37,80.29,3.7,0,0,0,0
3Month,0.1,0.31,0,8.22,0.1,0,0.1,0.1,0.1,2.5,1.98,0.1,1.98,0.73,0.52,3.85,0.21,0.62,2.91,2.81,2.18,0.52,0.42,0.42,0.1,1.14,0.21,0,0.1,0.42,8.32,0.31,1.25,0,0,0.31,41.61,0.31
22Month,0,0.27,0.27,1.91,0,0,0.14,0,0,0.55,0.55,0,4.24,0.41,0.41,2.6,0,0.27,1.64,0.41,0,0.14,0,0.14,0,0.14,0,0.14,0,0.14,8.61,0.41,28.42,0,0.14,0.14,0.55,0.27
