stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,15,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,3.95,0.56,3.1,0,0,0,0,0,0,0,0,0.85,3.95,0,5.92,0,0,0,0.56,396.84,12.97,0.85,5.07,3.95,0.28,0,6.48,4.23,2.82,1.41,0,0,0
21Day,2.22,0.37,0.37,5.55,0.74,4.44,0,0.37,0,0,1.11,0,1.11,0,0.74,1.11,0.37,10.73,0,0,1.85,0,120.62,4.07,0.37,6.29,4.81,2.96,0,2.96,6.29,14.06,1.48,0,0,0.37
3Month,0,0.31,0.1,2.81,0.1,0,0.31,1.35,0.1,0,3.43,1.04,0.21,1.46,0.21,2.08,0.21,3.02,7.18,0,0.31,0.21,0.42,0,0.42,0.1,0.42,0.1,2.29,0.1,0,0,0.31,0.31,3.12,0.31
22Month,0.14,0.27,0.27,1.78,0.14,0,0.41,1.23,0.55,0,9.57,0.55,0,0.55,0.27,0.55,0.27,0.82,1.09,0.14,0.41,0,0.55,0.14,0.41,0.27,0.41,0.14,0.82,1.09,0,0,0.27,0,0,0.55
