stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,25,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,4.23,1.41,0,2.25,0.28,4.51,0,0,0.28,0,0,0,0,0,1.13,7.05,0.56,8.17,0,0,0,540.02,31.57,2.25,2.25,8.17,0.56,0,6.2,0.28,0.28,0.56,0,0,0
21Day,2.22,0.37,0.37,8.88,0,4.81,0.37,0,0,0,1.11,0,1.11,0.74,0.74,2.59,1.11,11.84,0,0,0,180.92,15.54,2.96,1.85,2.59,4.81,0.37,2.59,2.59,1.48,1.11,0,0,0
3Month,0,0.1,0,2.29,0,0,0,0.62,0.52,0,3.95,0.21,0.1,1.14,0.21,0.83,0.1,0.31,0.21,0,0.1,2.91,0.21,1.35,0.21,0,0.31,10.3,0.21,0,0,0,0.62,1.66,0.42
22Month,0,0.14,0,0.68,0.27,0,0,0.27,1.09,0.14,10.52,0.14,0.55,1.09,0.14,0.14,0.55,1.5,0.14,0.14,0,2.46,0.27,1.78,0.82,0,0,6.97,0.82,0,0,0,0.14,0,0.14
