stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,4,0,0,0,0,7,12,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.85,0.28,0.85,0,0,0,0,0,0,0,0,0,0.56,3.66,0.56,1.69,0,0,0,0.28,14.94,4.23,0,0.85,0.56,0,0,0.28,0,0.28,0,0,0
21Day,0,0,0,1.85,0.74,0.74,0,0,0.37,0,0,0,0,1.85,0,0,1.11,1.48,3.7,0,0,0.74,0,7.4,2.59,0,0.37,1.11,0.37,0,0,0.37,0,0,0,1.11
3Month,0.1,0.42,0.62,7.49,0.1,0,0.52,0.52,1.98,0,0,45.04,1.98,0.31,3.02,1.14,1.77,3.74,2.7,0.31,0,0.42,2.08,2.81,0,0.52,0.42,0.21,1.14,3.02,0.21,0,0,0.73,0.94,2.08
22Month,0,0.82,0,1.37,0,0,0,0.41,1.23,0.55,0,33.75,0.82,0.41,2.87,0.14,0.14,3.42,2.32,0.14,0.82,0,0,0.96,0.27,0.68,1.23,0,0.14,0.82,0.27,0,0,0.27,0,1.09
