stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,21,0,0,7,3,0,0,0,0,0,0,2,0,0,0,0,0,2,2,16,0,0,0,2,147,166,2,0,1,0,0,0,0,0,0,0,0
72hpf,10.15,1.13,0,1.13,6.2,1.13,0.56,0,0,0,0,0,0,0,0.28,0,1.13,7.89,0.56,5.07,0,0,0,2.25,190.53,6.76,0.56,7.89,4.79,0,0,3.38,0,0.28,0,0,0
21Day,14.06,0,0,16.65,2.22,1.48,0.37,0,0.74,0,0,0,0.37,0,3.33,0,1.11,5.18,2.22,6.66,0,0,2.59,0.37,54.76,2.22,0.37,2.22,1.48,3.7,0,0.74,0.37,0.74,0.37,0,2.59
3Month,0.21,0.83,0,7.28,0,0,0,0.1,4.99,0.42,0,0,1.35,0.31,0.1,1.04,2.18,2.18,0.83,0.42,0.21,0,4.68,7.59,0.42,0,0.94,0.21,0.1,0.31,0.83,0,0,0.42,0.1,0.31,0.62
22Month,0.27,0.55,0.82,6.15,0.14,0,0,0,4.1,0.41,11.62,0,9.29,0.14,0.14,1.23,0.27,0.41,0.27,0.68,0.14,0.55,2.19,0.27,0.14,0,0.55,0.41,0,0,0.14,0.14,0,0,0,0,0.14
