stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,31,1,0,8,0,0,0,0,0,0,4,0,0,0,0,0,16,2,3,0,0,0,0,36,125,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.86,0.28,0,5.07,0.56,0.85,0,0,0,0,0,0,0,0,0,0.85,24.52,0.56,2.82,0,0.28,0,0,198.7,18.04,1.69,0.56,0,8.74,0,0,3.95,0.28,0,0.85,0,0,0
21Day,12.21,0.37,0,22.57,0,2.22,0.37,8.51,0,0,0,2.22,0,0.74,0,1.11,2.96,0.74,5.18,0,0,0.37,0.37,73.26,3.7,4.44,2.22,0,5.92,2.96,0.37,0,0.37,6.66,1.11,0,0,1.48
3Month,0.1,0.52,0.1,10.92,0,0,0,60.02,0.62,0,0,5.1,0.62,0,1.56,0.52,1.25,0.31,0.73,0.1,0,0.31,2.5,2.39,0.1,5.41,0.73,0,0.31,0.52,2.91,0.21,0,0,0.1,0.1,0.94,0.42
22Month,0.14,0.27,0.55,3.42,0.14,0,0,21.86,0.96,0.27,0,7.38,0.14,0.14,1.91,0.14,0.41,0.82,0.27,0,0.27,0.27,0.27,0.82,0,3.69,0.14,0.14,0.14,0,0.68,0.14,0,0,0,0,0,0.27
