stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,2,3,95,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.1,4.79,0,0,0,0,0,0,0,0,0,0,1.13,1.41,0,1.13,0,0,0,0,2.82,5.07,0,0,1.13,0.28,0,5.36,0,0,0,0,0
21Day,0,0,0,3.33,1.85,0.37,0,0,0,0.37,0,0,0,0,0,0.74,0.37,0,3.33,0,0,0,0,1.11,1.48,0,0,0.37,0.37,0.74,1.11,0,0,0,0,0.37
3Month,0,1.35,1.35,66.99,2.08,0,0.62,0.1,2.81,7.59,0.21,35.26,7.59,0.62,10.3,18.31,6.97,7.28,5.82,1.35,0.21,0.83,3.85,8.74,0.31,1.25,0.83,0.31,3.64,35.26,0.73,0.1,0.83,2.7,608.5,5.62
22Month,0.27,0.82,0.68,34.85,0.27,0,0.14,0,0.14,2.19,1.64,19.27,0.82,0.55,2.73,2.05,0.27,1.91,5.88,0,0.82,0.27,0.68,2.46,0.27,0.41,0.27,0.14,0,14.62,0.14,0,0.14,0,2.19,0.68
