stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.85,0,1.97,0.85,4.23,0,0,0.28,0,0,0,0,0,0.85,6.48,0.56,3.1,0,0,0.28,437.99,12.12,1.13,9.02,5.64,0,0,1.97,0.56,0.28,0.85,0,0
21Day,1.48,0,0,5.92,0,3.7,0.74,0,0.37,0,0.37,0,1.48,0,0,1.85,1.11,2.22,0,0,0.37,166.12,2.59,0,2.96,1.48,1.85,0,0.74,0.37,1.85,0.37,0,0.74
3Month,0,0.1,0,0.62,0,0,0,0.1,0.31,0,1.25,0.1,0,0.1,0,0.21,0.1,0.21,0,0,0.21,0.42,0,0.52,0,0.1,0.21,0,0,0,0,0,0.21,0
22Month,0,0,0.14,0.68,0,0,0,0.14,0.41,0.14,3.14,0,0,0.55,0.14,0.14,0.14,0.68,0.27,0.14,0,1.5,0,0.68,0.27,0,0,0.68,0,0,0,0,0,0.27
