stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,3,0,16,0,1,0,0,0,0,0,0,0,0,0,0,5,9,43,0,0,0,0,11,502,0,0,0,7,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,1.41,1.69,0.56,0,0,0,0,0,0,0,0,0,1.97,2.54,0,9.3,0,0.85,0,0,16.91,51.86,0,0.28,0,5.07,0.28,0,0.28,1.41,0,0,0,0
21Day,4.44,0.37,0,4.07,0,11.47,0,9.99,0,0,0,0.37,0.37,12.21,0.37,0.74,1.11,1.11,11.1,0,0,0.74,0,5.92,23.68,0,0,0,1.85,1.11,0,1.48,4.07,1.48,0,0,0
3Month,0,0.94,0.1,5.2,0,0,0.31,0.21,0.73,3.74,0,5.72,4.37,0.83,1.66,0.21,0.83,1.25,3.22,1.04,0,0.42,0.42,0.21,0.21,0.52,0.42,0,0,1.25,0.1,90.08,0.21,0,0.83,61.79,2.7
22Month,0,1.23,0,1.64,0,0,0,0.41,0.27,5.74,0.82,20.63,1.23,1.23,1.23,0,0.14,2.32,0.82,0,0.96,0.14,0,0.27,0.55,0.14,0.27,2.19,0.14,0.14,0,21.86,0.14,0,0.14,0,0.55
