stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.28,0,0,0,0,0,0,11.84,0,0,0,1.13,0,0,0.56,0,0,0,0,0,0,0,0
21Day,2.22,0,0,5.18,0,4.44,0,1.48,0,0,0.37,0,61.42,0,1.11,1.11,0.37,1.48,1.11,8.14,0,0.74,1.11,0.74,7.03,2.96,0,0.37,2.96,2.96,0.37,1.11,0,1.11,0,0,1.11
3Month,0.21,0.83,2.29,8.63,0.1,0,1.77,0.1,0.1,1.66,1.04,0.1,747.47,2.39,0.1,10.4,1.66,2.6,2.29,3.64,0.42,1.46,1.98,0.94,0.42,0,0.62,0.94,0.31,9.88,1.56,0.21,0.1,0,1.46,1.56,3.54
22Month,0.14,0.55,0.41,1.91,0,0,1.5,0,0,0.27,2.05,0.27,459.28,0.41,0.14,1.64,0.27,0.27,0.41,0.82,0,12.71,0.68,0,0,0,0.14,0.55,0.14,0.27,0.68,0.14,0.27,0,0,0,0.68
