stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0,5.92,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0
21Day,0.74,0,0,63.27,1.11,0,0.37,0,0,0,0,0,0.37,0,1.11,6.66,8.51,4.07,0,0,3.7,0,6.66,2.22,0,0,0,1.11,2.22,0,1.85,0,0.74,0.74,0,0,0
3Month,0,0.42,0.1,40.98,0,0,0,0.31,1.04,0,2.29,3.43,0,0.94,2.5,1.87,1.46,1.35,0.62,0,6.45,1.98,0.42,0,0.31,0,0,0.31,0.31,1.25,0,0,0,0,1.77,0.62,0.83
22Month,0.14,0.41,0.68,45.5,0,0.96,0,0.96,0.82,0.14,4.37,1.09,0.14,3.28,0.68,0.41,30.06,1.09,0,0.41,1.09,0.14,0,0,0.27,0.14,0.14,0.14,0,1.78,0.14,0.14,0,0.27,0.14,0,1.78
