stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,31,0,0,0,0,4,272,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,4.51,1.13,0,5.64,1.13,1.97,0,0.56,0,0,0,0,0,0,0.85,0,5.64,9.86,0.28,16.35,0,1.41,0,0.28,22.55,64.26,0.28,0.85,9.02,0.85,0,0,3.1,0.28,0,0.85,0,0,0
21Day,10.36,1.11,0.74,17.76,0,9.99,0,8.14,0,0.37,1.85,0,2.96,0.37,3.7,3.33,0,2.59,1.85,28.12,0,0,2.22,0,9.99,30.71,0,0,12.58,1.48,0,0,6.66,0.74,1.48,0.74,0,0,0.37
3Month,0.42,1.98,2.08,19.66,0.52,0,0.62,0.1,0.21,2.7,22.05,0,113.9,17.27,1.46,19.56,1.77,6.97,2.81,19.35,4.89,0.31,1.87,6.55,0.73,1.56,1.14,0.62,1.14,2.5,0.21,11.75,0.62,0.1,0,0,2.08,2.29,1.87
22Month,0.14,0.55,0.96,3.28,0,0,0,0,0,0.68,2.05,3.42,34.03,0.82,0.55,22.68,0,0,0.27,4.24,0.14,0.82,0.14,0,0,0,0.55,0.27,0,0,0,0.68,0.14,0,0,0,0,0,0
