stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,3,0,20,2,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.28,0,0,0,0.28,4.23,2.25,0.28,0,0.56,0,0,3.1,0,0,0,0
21Day,0.37,0,0,3.7,2.22,0,0,0,0,0,0,0.37,0,1.48,0.37,0,1.48,1.48,0,0,0,0,0,1.85,1.11,0.37,0.37,0,0.37,0,0.74,0,0,0,0.74
3Month,0,0.42,0,9.26,0.1,0,0.21,0.31,0.73,1.87,0.1,9.36,1.46,0.31,4.06,1.77,1.35,3.64,0.94,0.42,0,0.62,0.62,0.42,0,0.52,0,0.21,0.83,1.77,0.42,0.1,0.31,162.68,1.25
22Month,0,0.14,0.27,1.91,0,0,0.14,0.27,0.14,0.68,0,3.28,0.14,0,0.68,0.14,0.27,3.83,0,0,0.14,0,0,0.27,0,0,0,0,0,0.14,0.14,0.14,0,1.23,0.27
