stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,3,49,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.97,0.85,0,4.79,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0,1.69,0,16.91,0,0,0.56,0,10.43,10.43,0.28,0,12.97,0,0,2.25,0,0.56,0,0,0
21Day,5.92,1.48,0,8.88,0,1.11,0,1.85,0,0,0,0,0,0,0.74,0,0,1.48,1.11,26.64,0,0,2.59,0,4.81,11.1,0.37,0.74,10.73,1.11,0,2.22,1.11,0,0.37,0,0.74
3Month,0,2.08,0.21,9.26,0.1,0,0.1,0.1,0.21,0.62,1.04,0,2.81,1.04,0.1,0.73,0.52,6.45,0.94,6.55,1.35,0,1.04,0.42,0,0.31,0.31,0.21,0.52,0.31,1.46,0,0,0.1,1.04,0.31,0.42
22Month,0,2.87,0.14,3.69,0,0,0,0.14,0.14,0.14,0.96,1.09,7.11,0.41,0.41,0.96,0.55,1.64,1.23,5.19,0.27,0.27,0.41,0,0.27,0,0.27,0.14,0,0,0.41,0.55,0,0,0,0,0.27
