stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,40.02,0,0,1.13,0,0.85,0,0,0,0,0,0,0,0,0,0.28,1.41,7.05,2.25,0,0.28,0,0,3.95,2.82,0,0,3.1,0,0.28,1.69,0,0,0.56,0,0,0
21Day,44.03,4.44,0.74,11.84,3.33,4.81,0,0,0.37,0,0,3.33,0.37,0.74,0.37,1.11,6.29,6.66,25.9,0,0,4.44,2.96,21.46,8.51,0.37,0.37,8.51,2.96,2.22,6.29,1.48,3.7,1.85,0,0,0.74
3Month,17.06,3.12,0,3.85,0.52,0,0,0.52,0.31,0.52,0,4.26,0.31,0,0.94,0.21,2.18,1.25,13.11,7.28,0,0.94,1.56,0.83,0,0.31,0.52,0.1,0.1,31.62,16.02,0.1,0,0.73,2.18,13.63,1.14
22Month,18.99,3.69,0.41,4.1,2.05,0,0.14,0.27,0.41,1.78,1.64,21.86,0.55,0.27,1.64,0.27,3.14,14.62,19.81,0.41,0.27,1.64,0,1.91,0.82,0.27,0.55,0.41,0.14,11.34,55.89,3.83,0,0.41,2.87,0,1.23
