stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,33.26,0.56,7.33,1.13,3.1,0,0.56,0,0,0,0,0,0,0,0,0,13.81,26.21,0.28,54.4,0,1.13,11.84,0,11.56,11.56,0,0,0,9.86,0.28,0,4.79,0,0,1.41,0,0,0
21Day,21.83,0.37,18.13,1.85,4.44,0,0.37,0,0,0,0,0,1.11,0,0.74,0,0,6.66,0.74,114.7,0,0,35.52,0,6.29,5.92,0,0.37,0,4.81,3.7,0.37,0,0.37,1.48,1.48,0,0,0
3Month,2.18,0.62,16.12,0,0,0.21,0.1,0.83,0.83,2.18,0.42,0,5.3,2.39,0.31,2.29,0.42,1.66,1.77,61.37,7.07,0,2.39,0.21,0.42,0.21,0.21,0.21,0,0.83,0.62,31.1,0.52,0,0,0.21,11.44,3.33,1.35
22Month,2.6,0.82,24.6,0.27,0,0.14,0.14,0.27,0.55,2.6,7.79,0,12.44,1.09,0.55,1.78,0.41,0.68,2.73,23.78,1.78,0.55,4.24,0,0.14,0.41,0.14,0.41,0.14,0,0.14,4.92,0.55,0,0,0.27,2.46,0,0.27
