stage,Granulocyte,Hepatocyte,Intestinal.bulb.cell,Keratinocyte,Neural.cell
72hpf,0,0,0,0,0.281848056003223
21Day,0,0,0,0.739973720528564,0
22Month,0.136649431988133,0.136649431988133,0.136649431988133,0,0
