stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,15,0,0,0,0,0,0,1,0,0,0,0,0,4,13,29,3,0,0,0,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,5.36,0,20.01,0.28,0,0,0,0,0,4.23,0,0,0,0.28,0,4.23,52.42,1.69,9.86,0,0.28,0,0.28,33.82,7.33,0,0,0,12.4,0,0,0,1.41,0,0,0.28,0,0,0
21Day,2.96,1.11,0.74,27.75,0.74,1.85,0,0.37,0,0.37,15.91,0,0.37,0.37,1.85,1.48,10.36,28.12,3.7,30.71,0,0,3.33,0,11.1,0.74,0,0,0,13.69,2.22,0,0,1.48,0,1.11,0.74,0,0,1.11
3Month,0.42,14.67,0.62,105.58,0.52,0,2.81,0,1.35,3.33,301.65,0.21,28.71,98.4,0.83,9.05,14.15,199.71,26.52,88.41,44.21,0.1,4.37,5.41,7.7,0.52,0.94,1.25,0,4.47,3.74,0.31,6.87,0.62,0,0,0.83,5.51,4.06,14.15
22Month,0.68,12.44,2.32,39.63,0.27,0,5.19,0.27,0.27,3.69,430.45,22.27,133.78,19.4,2.6,8.47,4.24,31.29,51.11,68.05,4.24,2.19,2.19,0,4.1,0.82,0.82,1.23,0.96,3.83,0.68,0.14,3.14,0.41,0.14,0,0.14,0.82,0,5.6
