stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.41,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,4.79,0,0,0,0.28,2.25,1.69,0,0,0,5.64,0.85,0,0,0,0,0,0,0
21Day,2.22,0.74,0,0.37,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0.37,0,9.25,0,0,1.48,0,5.55,1.11,0,0,0,5.55,0.37,0.37,0.37,0,0.37,0,0,0
3Month,0.21,3.12,0.62,11.55,0.1,0.31,0.21,0.1,1.46,3.74,0,33.39,5.51,0.52,5.62,0.62,2.7,2.39,11.13,3.22,0,1.35,1.25,0.62,0,0.83,0.42,0,0.52,2.81,3.33,0.31,0,0.21,1.14,1.66,5.93
22Month,0.41,8.75,3.55,16.94,0.27,0.68,0.68,0,2.32,21.32,10.25,116.84,5.47,2.19,23.09,1.37,3.01,6.01,19.13,0.82,7.38,3.69,0.14,1.23,0.68,1.64,2.6,0.55,0.14,0.55,2.19,2.87,1.64,0.14,1.09,0,6.29
