stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.97,0.28,2.82,0,0,0,0,0,0,0,0,0,0.28,1.13,1.13,6.2,0,0,0.28,0,5.36,9.02,0,0,6.76,0,0,2.54,0.28,0.85,0,0,0
21Day,1.11,0.37,0,4.81,0,7.4,0,1.11,0.37,0.37,0,0,0,1.11,0,0.37,1.48,1.85,2.59,0,0,0.37,0,3.33,1.85,0,0,3.7,0.37,0,0.74,0,1.11,0,0,1.48
3Month,0.1,1.46,0.62,20.7,0.21,0,0.21,0.42,3.54,1.04,0,7.7,1.14,0.21,2.6,2.5,3.43,18.31,6.66,0.73,0,4.06,1.56,0.31,0.73,0.94,1.04,0.42,0.21,9.57,0.42,0,0,1.56,14.56,4.06
22Month,0,0.68,0,3.42,0,0,0.14,0.27,0.55,0.96,0.68,7.38,0.82,0.27,0.55,0.14,1.09,6.15,2.6,0.14,0.27,0.96,0.14,0,0,0.41,0.14,0,0,0.41,0.55,0,0,0.14,0,0
