stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,9,81,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,1.69,2.25,0,3.38,0.28,0.56,0,0,0,0,0,0,0,0,0,0,3.95,2.54,0,9.02,0,0.28,0.28,0,25.37,23.68,0.28,0,0,7.05,0.28,0,2.25,0,0.28,0,0,0
21Day,3.33,1.85,0,8.88,0,1.48,0,1.11,0,0,0,0,1.11,0,0.37,0.74,0.37,1.11,0.37,22.94,0,0.37,1.11,0,10.73,16.28,0.74,0.74,0,6.66,1.11,1.11,3.7,0.74,0.74,0,0,0
3Month,0,0.52,0,3.85,0,0,0,0.1,0.1,0.21,0.52,0,8.63,0.1,0,1.66,0.52,1.56,0.21,2.39,0.31,0,0.21,0.1,0,0.1,0.62,0.1,0,0.21,0.31,6.55,0.1,0,0.21,0.73,0.31,0.31
22Month,0,0.55,0.14,0.82,0,0,0.14,0,0,0.14,0,0.82,7.52,0,0.14,0.41,0,0.14,0,1.5,0,0,0.14,0,0,0,0,0.27,0.14,0.14,0,0.82,0.41,0,0,0,0,0
