stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,4,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,0.56,0.56,0,12.68,6.48,0.56,0,0,0,0,0,0,0,0,0,0,10.71,20.29,0,0.85,0,1.97,0,1.13,5.36,5.07,0.56,0,0,1.13,0.56,0.28,0.28,0,4.79,0,0,0
21Day,0,0,0.37,34.41,2.96,1.11,0,0.74,0.74,0,0,0,0.74,0,0.37,3.7,1.11,12.58,1.48,2.22,0,0,0,0,2.59,2.22,0.37,0,0,0.37,1.11,0.37,0,0,1.11,0,0,0
3Month,0,0.21,2.39,76.35,1.46,0,0.31,0,17.47,1.66,0.21,0,92.06,1.98,0,48.37,13.31,18.83,6.55,2.91,0.42,0.21,9.99,17.37,2.29,0,2.08,0.31,0,0.1,3.33,13.73,0.21,0,0.94,1.25,33.6,2.29
22Month,0,0.14,1.64,21.59,0.14,0,0.41,0,6.97,0.96,0.14,0,79.53,0.55,0.14,11.62,2.19,1.91,2.73,0.96,0,0.55,3.69,0.55,0.14,0,0.68,0.14,0.14,0.14,0,0.27,0.14,0.14,0.14,0,0,0.55
