stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.56,25.37,0.85,0,0.56,0.28,0,0,0,3.95,0,1.13,7.61,0,2.25,0,0,0,0.28,2.25,11.27,0,0,1.13,4.51,0,0,0,0,0,0.56,0,0,0
21Day,0.74,0,0.37,5.55,34.41,0.37,0,0.74,2.22,0.37,1.85,0,21.09,0,0,5.92,1.85,3.7,0,1.11,0.37,0.37,1.11,1.48,0,0.37,1.11,1.85,0,0,0.74,0.37,0.74,0,0,0,3.33
3Month,0.1,0.1,0.62,7.91,10.92,0,0.1,0,49.82,2.29,9.99,13.94,0.83,2.81,0.31,1.25,7.07,2.18,0.1,0.1,0.52,1.25,0,0.1,0.31,0.1,0.1,1.35,0.1,2.6,0.1,0,0,0.1,0.42,0.94,24.86
22Month,0,0,0.41,3.83,3.42,0,0.14,0,12.16,2.46,10.39,3.28,2.32,3.83,0.27,0.41,2.32,0.82,0,0.55,0,0.14,0.14,0,0.14,0.14,0.14,0.68,0,4.92,0.27,0,0,0,0,0,8.47
