stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,20,0,0,0,0,0,0,0,0,0,0,0,2,154,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0,0,22.83,0.28,1.97,0,0,0,0,0,0,0,0,0,4.79,353.44,0.56,3.95,0,0,0.28,0,18.6,7.05,0,0,3.95,0.28,0,0.28,0,0,0,0,0,0
21Day,1.11,0,0.37,102.86,0.37,5.18,0,0,0,0.37,0,1.11,0,1.48,0.37,8.51,194.61,0.74,5.18,0,0,2.22,0,5.55,2.59,0,0,1.11,1.48,0,0.74,0.37,1.48,0,0,0,0.74
3Month,0.21,0.83,0.1,112.75,0.1,0,0.1,0.21,0,3.33,0.83,4.16,1.46,0,2.81,24.24,3.43,0.42,1.25,0.21,0.21,0.83,0.1,1.87,0.1,0,0.42,0.1,1.25,1.56,0,0,0,0,0.21,0.62,1.66
22Month,0,0.27,0.14,39.08,0,0,0.27,0,0.14,1.78,1.09,5.19,0.27,0.55,0.55,5.33,0.14,0.82,1.23,0,0.14,0,0,0.82,0,0.27,0,0,0.14,0.68,0,0,0,0,0,0,0.27
