stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,4,0,0,0,1,0,0,0,0,0,7,1,6,0,0,0,21,0,0,4,0,0,0,1,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0.56,0.56,0,0,0,0.28,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
22Month,0.14,1.37,0.55,4.1,0.27,4.51,2.32,0,15.03,1.78,0.14,0.96,0.14,0.41,1.23,2.32,0.41,0.14,0.41,0,0.27,59.17,0,0.27,0.14,0.55,0.14,0.14,1.09
