stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,8,8,0,0,0,49,220,10,0,1,0,0,0,0,0,0,0,0,0
72hpf,6.2,1.41,0,3.95,0.85,7.33,0,0,0,0,0,0,0,0.85,0,1.97,8.17,1.97,5.64,0,0.85,0,642.9,107.38,5.07,4.51,8.74,0.56,0,23.39,10.15,10.71,0.28,0,0,0
21Day,5.55,0.37,0.74,16.65,0.74,10.73,0,0.74,0,1.48,0,0.37,0,5.92,1.11,0.37,8.88,1.85,15.91,0,0,2.22,276.75,32.56,5.55,1.85,4.44,8.88,0,2.22,15.54,71.41,0.74,0,0,2.59
3Month,0,0.21,0.1,4.78,0.21,0,0.1,0,0.1,0.94,0,5.72,0.73,0,1.35,0.1,1.46,2.39,2.81,0.52,0,0,16.02,1.25,7.18,1.04,0,0.21,0.73,0,0,0,0,0.52,0.31,1.98
22Month,0.14,0.27,0,3.55,0,0,0.55,0,0.27,2.05,0.82,18.99,0.82,0.68,1.64,0,2.46,4.1,4.1,0.14,0.55,0.27,9.98,0.41,5.06,0.82,0,0,1.37,0.68,0.14,0,0,0,0,3.14
