stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0.56,0,0,0.28,0,0,0,0,0,0,1.13,0.85,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,10.73,0.37,0,1.11,0,0.74,0.37,0,8.14,0,0.37,6.29,1.85,0.37,0,0,0,0,1.11,0.37,0,0,0,0,1.11,0,0.37,0.74,0,0,7.77
3Month,0,0.31,12.79,0,0.62,0.73,0.42,4.47,4.37,6.03,3.95,1.87,0,9.78,18.1,2.08,0,0,0.42,0.1,0,0,0.31,0.42,0,0.21,0.31,2.08,0.1,0,0.31,0.42,54.5
22Month,0.68,0.41,6.83,0,0.41,0.82,0,12.98,12.85,3.01,8.2,2.05,0,2.87,18.31,1.5,0.14,0.82,0,0,0.14,0,0.41,0,0.41,0,0.14,2.32,0.41,0,0.14,0,19.27
