stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,8,1,0,0,1,0,0,0,0,0,0,0,1,2,1,11,0,0,0,0,8,84,0,0,5,0,0,0,0,0,0,0,0
72hpf,3.38,0.28,0,2.25,0.28,2.25,0,0,0,0,0,0,0,0,0,1.13,3.1,0.28,9.3,0,0.28,0,0,20.29,28.47,0.28,0.28,6.48,0,0,3.66,0,0.28,0,0,0
21Day,2.59,1.11,0,3.7,0,1.85,0,1.85,0,0.37,0,0,0.37,2.96,0,0,0.74,0.37,8.14,0,0,0.37,0,2.59,6.66,0.37,0,3.7,0.74,0,0.37,0,0.37,0,0,1.85
3Month,0,0.21,0.21,2.6,0,0,0,0,0.1,0.62,0,4.06,1.04,0.1,2.81,0.21,0.62,0.73,1.14,0.1,0,0.31,0.21,0.1,0.1,0.1,0.31,0,0.31,3.43,0,0,0,0.31,1.35,1.77
22Month,0,0.41,0.27,0.41,0,0,0.14,0,0.14,0.68,0.41,9.98,0,0,4.37,0,0.27,1.09,0.55,0,0.41,0,0,0,0,0,0,0.14,0,0.27,0.41,0.14,0.14,0,0,0.41
