stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0.56,0,0,0,0,0,0,0,0,0,17.19,1.97,0.28,2.82,0,8.17,0,4.79,11.84,6.76,0,0,0,3.1,0.28,0,0.28,0.28,0,0,0,0,0
21Day,2.59,0.37,1.48,5.18,3.33,0,0,0.74,0.37,0,44.77,0,2.22,3.7,0.74,2.96,1.85,69.19,0.37,0.37,1.11,2.22,12.21,7.77,0,0,0,21.46,7.4,0,1.11,0.37,1.85,0.74,0,0,1.11
3Month,0.1,0.42,3.64,10.09,0,1.14,0.1,3.74,1.46,0,507.81,2.91,0.31,26.42,4.89,3.74,1.46,12.38,4.26,0.83,2.29,2.91,0.21,0.1,0.31,0.83,0,0.21,6.35,1.04,0,0,0,0,0.94,0.21,1.87
22Month,0.27,2.05,1.5,4.92,0,3.42,0,0.96,3.28,1.23,900.38,0.55,0.55,3.14,0.27,0.41,2.46,7.52,0.27,17.22,1.64,0.41,0.14,0,0.68,1.09,0.82,0.27,1.09,0,0.14,0.27,0,0,0.27,0,1.64
