stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,9,0,0,3,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,3,53,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0.56,0.56,0,0,0,0,0.28,0,0,0,3.38,3.38,0.56,0.56,0,0.56,0,0,7.33,4.23,0,0,0,0.28,0.85,0.28,0,0,0,0,0,0
21Day,0.37,0,0.37,2.96,0,0,0.37,0,0.37,0,0.74,0,0.37,0.37,0.74,0,0.37,0.37,0,0.37,0.37,0,1.48,0.74,0,0,0,1.48,0.74,0.37,0.74,0.37,0.37,0,0,0
3Month,0,0.1,0.1,1.98,0,0,0,0.31,0.62,0,5.41,0.42,0,2.5,0.52,1.25,0.42,0.83,0.1,0,0.31,0.52,0.1,0,0.42,0,0,0,0.52,20.6,0.1,0,0,0.73,1.14,0.62
22Month,0.14,0.27,0.41,1.91,0,0,0,0.14,0.68,3.83,18.17,0.55,0.14,3.83,0,0.14,2.6,1.5,0.14,0.55,0.27,0,0.14,0.27,0.14,0.14,0.14,0,0,4.24,0,0,0,0,0,0.14
