stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,4,0,16,1,0,0,0,0,0,0,0,3,0,0,0,0,3,10,10,59,0,0,0,0,31,480,1,0,11,0,0,0,0,0,0,1,0,0,0
72hpf,14.09,2.54,0,9.58,2.54,4.23,0,1.41,0,0,0.28,0,0,0,0,1.41,0,8.17,15.5,1.13,24.8,0,2.54,0.85,0,110.77,102.59,0.85,0.56,17.19,3.1,0,1.13,12.4,1.13,0.28,1.41,0,0,0
21Day,19.98,1.85,1.11,35.52,0.37,9.99,0,11.84,0,0,1.11,0.37,0,1.11,0.74,9.62,2.22,3.33,9.99,1.85,49.95,0.37,0,4.07,0,30.71,48.47,0.74,1.48,15.91,5.55,0,1.11,9.25,1.85,1.48,2.96,0,0,1.85
3Month,0.21,3.64,0.73,29.33,0.73,0,0.73,0.94,0.1,2.91,3.02,0.21,0,43.06,2.18,1.87,12.17,3.74,9.47,4.37,8.95,1.98,0.1,1.35,1.98,2.08,0.73,1.66,1.14,0.52,2.08,0.1,59.29,0.42,0.21,0,0.42,3.12,10.82,4.47
22Month,0,2.32,0.55,6.56,0,0,0.27,0.41,0,1.37,3.01,4.24,0,47.83,3.28,3.14,10.39,0.68,1.37,4.24,4.51,0,1.09,0.82,0.14,0.27,0.41,0.55,0.96,0.14,0,0,15.44,1.09,0.41,0,0.14,0.27,0,1.91
