stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,0,0,0,0,1,55,0,0,2,0,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,3.66,0,0.56,0,0,0,0,0,0,0,0,0,0,1.41,9.86,0.28,9.02,0,0,0.28,0,12.68,10.99,0,0.28,6.2,0.28,0,1.13,0.56,0.28,0,0,0
21Day,1.85,2.22,0.37,12.95,0.37,2.59,0,2.22,0,0,0,0,0.37,0,1.85,0,0.37,5.55,2.59,12.21,0,0,1.11,0,6.66,5.55,0.37,0,5.92,1.85,0.37,0.74,0.37,0,0,0,1.11
3Month,0.1,0.94,0.1,8.84,0,0,0.21,0.31,0.1,0.31,3.22,0,3.85,4.06,0.83,2.18,0.31,6.45,2.39,1.66,0.52,0.1,0.52,0.1,0.1,0.21,0.42,0,0,0.21,1.14,0,0,0,0.52,0.21,1.14
22Month,0,0.27,0.14,1.78,0,0,0.14,0.27,0,0.14,1.91,0.27,6.7,0.82,0.55,3.01,0,0.96,0.96,1.37,0,0,0.14,0,0.41,0,0,0,0,0,0.14,0.27,0,0,0,0,0.14
