stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5,7,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,1.41,0.56,0.56,0,0,0,0,3.38,1.13,0,0,0.56,0,0,0.28,0,0,0,0,0
21Day,2.22,0.37,0,16.65,0.37,0.37,0,0.37,0,0,0,0,0,0,1.11,0,0,8.14,0.37,3.7,0,0,0.37,0,1.11,1.48,0,0,1.48,0.74,2.59,0,0,0,0,0,0
3Month,0.1,1.25,0.1,6.66,0.1,0,0,0,0.31,3.64,0,0,6.66,1.66,0.42,0.94,0.52,1.66,1.46,1.56,0.62,0.1,0.1,0.31,0.42,0.21,0.21,0.62,0,1.04,101,0,0,0.1,0.83,2.29,0.52
22Month,0.14,4.24,0,4.51,0,0,0.27,0,0.68,31.29,4.24,0,37.99,1.78,0.41,1.78,0.14,0.55,7.79,3.83,0.27,0.68,0.14,0,0,0,0.41,0.55,0.14,0.41,24.87,0.82,0.14,0,0,0,0.14
