stage,Cardiomyocyte,Epithelial.cell,Intestinal.bulb.cell,Keratinocyte,Neural.progenitor.cell
24hpf,0,0,0,0,1
72hpf,0,0,0,0.281848056003223,0
3Month,0.104017006644673,1.1441870730914,0.208034013289345,0,0
