stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.56,5.36,0,13.25,0.28,0,2.25,1.13,0,0,0,1.97,0,0,0,0,0,0,0,0,0
21Day,1.11,1.48,0,1.48,1.11,0,0,0,0,0,0,16.28,0,0,0,0.74,1.85,2.22,14.06,0,0.37,40.7,0,4.07,3.33,0,0,0,0.37,2.22,0,0,0,0,0.37,0,0,0.37
3Month,0.31,5.2,5.93,72.92,0,4.37,0.73,0.42,6.24,7.07,0.31,1658.45,7.7,1.25,22.88,4.37,9.99,11.23,34.74,1.87,5.51,19.24,3.54,1.35,0.21,0.83,1.56,0,0.94,20.91,0.1,5.62,0.94,0.1,0.42,4.37,2.7,7.8
22Month,0.55,6.83,2.19,70.92,0,5.06,0.55,0,2.05,12.16,2.32,1557.53,1.91,0.68,7.52,0.41,1.23,5.19,9.43,0.27,72.42,5.19,0,0.96,0.14,0.96,2.05,1.23,0.27,1.91,0,1.09,0.82,1.09,0,0,0,3.14
