stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,29,30,0,1,0,0,17,384,0,0,7,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,2.25,0,9.86,2.82,7.33,0,0.28,0,0,0.28,0,0,0,0,2.25,0,3.1,17.76,1.41,28.47,0,1.41,0.28,0.56,222.66,106.82,0.56,1.41,31.57,1.69,0,0.28,13.81,1.69,0.56,2.25,0,0,0
21Day,6.29,1.85,0.37,25.53,2.96,13.32,0,13.32,0,0,2.22,0,0,1.11,1.11,13.69,0,5.55,5.18,7.03,29.97,0,0,3.33,0,67.71,43.29,0.37,0,11.84,5.18,0,0.74,4.44,1.11,1.11,1.85,0,0,4.81
3Month,0.52,6.35,1.46,46.08,0.62,0,1.46,2.18,0.31,5.1,11.44,0.31,0,33.18,13.63,6.87,14.77,4.99,11.75,25.69,17.37,3.22,0.1,3.02,3.43,2.91,0.73,2.91,1.56,1.04,1.87,0.1,53.98,0.52,0,0,0.31,4.37,18.72,23.82
22Month,0.27,7.38,1.23,18.86,0.41,0,1.64,2.05,0,1.23,23.37,9.29,0,83.63,9.84,13.66,13.12,1.5,1.64,26.1,15.17,0.27,2.46,2.32,0.14,2.46,0.82,2.32,4.1,0.82,0,0,8.47,1.5,1.64,0,0,0.68,0,8.47
