stage,Cardiomyocyte,Epithelial.cell,Hatching.gland,Hepatocyte,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Oligodendrocyte,Oocyte,Primordial.germ.cell
24hpf,3,9,1,0,1,4,2,7,1,27,0,0,0
72hpf,0.281848056003223,0.281848056003223,0,0,0,7.04620140008058,0,0.281848056003223,1.12739222401289,0.563696112006446,0.281848056003223,0,0.563696112006446
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0.369986860264282
22Month,0,0.136649431988133,0,0.409948295964399,0,0,0,0,0,0,0,3.00628750373893,0
