stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,13,7,0,20,0,0,0,0,0,0,0,1,0,0,0,0,4,10,7,29,0,0,0,23,2879,0,0,5,0,0,0,0,0,1,0,0
72hpf,14.66,1.97,0,10.71,1.97,14.09,0,0,0.28,0,0,0,0,0,0,0,2.82,20.01,4.51,15.5,1.13,0.85,0,1335.4,468.71,0,13.53,26.21,0.28,0,60.88,1.13,0.56,2.82,0,0
21Day,5.55,0.37,1.85,8.14,0.37,17.76,0,2.59,0,0.37,0,0,1.11,0.74,4.44,1.48,0.37,4.81,2.22,15.91,0,2.59,0,384.05,256.03,0.74,7.4,8.14,15.17,0,39.22,1.85,2.59,1.11,0,2.59
3Month,0,0,0.1,0.31,0,0,0.1,0,0.1,0.21,0,0,1.56,0.1,0,0.62,0,0.83,0.42,0.1,0,0,0.1,0.31,0.21,0,0,0,0,0.73,0.1,0,0,0,0.31,0
22Month,0,0.27,0,0.55,0,0,0.14,0.14,0.27,0.82,0.14,0,5.06,0.27,0.14,0,0,0.27,0.27,0.14,0.27,0.41,0,0,0.55,0,0.27,0,0.14,0.68,0.27,0,0,0,0.14,0.14
