stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0,0,0.28,6.76,0.28,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0.85,0,0,0,0,32.98,33.26,0.56,0,1.41,0,0,0.28,0,0,0,0,0,0
21Day,2.96,0,0,2.96,2.22,1.48,0,0,0,0,0,0.74,0,0.37,0,0.37,1.48,0.37,4.44,0,0,0.37,0,24.05,8.88,0,0,3.33,1.11,1.85,2.22,0.37,0.37,0,0,0,0.37
3Month,0,0.31,0.1,10.09,0.62,0,0.31,0,11.23,0.83,0,4.47,0.94,0.1,5.1,2.6,0.73,0.62,3.95,0.62,0,0.1,0.21,1.04,0.1,0.83,0.1,0,0.62,42.75,0.42,0.1,0,0.1,0.21,23.51,0.62
22Month,0,0.41,0.41,4.92,1.09,0,0,0.14,4.65,0.82,1.09,11.75,0.55,0.68,12.57,1.37,0.68,0.68,3.01,0,0.27,0.14,0,2.05,0.14,2.05,0.27,0.14,0,11.21,0.68,0,0,0,0,0.14,0.27
