stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,1.13,0.28,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.74,0.74,0,0,0,0.37,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0.37,0,0,0,0.37,0,0,0,0,0.37
3Month,0.21,0.21,2.18,0,0,0,0.21,0.1,1.25,0.1,0,0.73,0.73,2.29,0.21,0.1,0,0.1,1.35,0.21,0,0,0.1,0,0.31,5.51,0.1,0.1,40.46,0.1
22Month,0,0,0.96,0,0,0.14,0,0.14,2.6,0,0.27,0.27,0.41,0.68,0.14,1.23,0.27,0,0,0,0.14,0.14,0,0.14,0,2.87,0,0,0.27,0
