stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.95,0,0,0.56,0,0,0,0,0,0,0,0,0,1.13,0.28,5.07,0,0,0.28,0.56,0,0.85,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.48,5.92,31.45,7.77,1.85,0,0.37,2.22,0.37,0,4.81,0,0.74,42.55,0.37,2.22,4.44,3.33,0,0,4.07,1.48,5.18,1.48,6.66,0,0,1.11,3.7,0,0,0.37,0.74,1.11,0.37,0,1.48
3Month,0.42,19.76,30.27,43.58,0,1.66,0.21,54.3,10.3,0,66.67,4.68,0.42,422.93,1.25,4.99,14.04,6.66,1.14,0.21,6.14,13.94,0.73,0.1,13.94,1.04,0,0.21,4.68,6.35,0.21,0,0,1.14,0.83,3.54,4.58
22Month,0.27,20.77,20.63,25.01,0,0.82,0.14,33.21,5.47,1.91,274.53,1.5,0.82,254.3,0.27,0.96,6.83,4.24,0.14,6.29,2.87,0.68,0.14,0,9.16,0.41,0.27,0.14,1.23,1.37,0.82,0.41,0,0.41,0.14,0,0.96
