stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,0,0,0,0,4,111,0,0,2,0,0,0,0,0,0,0
72hpf,1.13,0,0,1.69,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,1.69,0,3.66,0,0.28,0,0,26.78,34.67,0,0,4.23,0,0,0.56,0,0,0,0
21Day,0.74,0,0,4.44,0.37,0.37,0,0.74,0,0,0,0,0,0,0.37,0,0,1.11,3.33,3.33,0,0,0.37,0,4.44,3.7,0,0,1.85,0,0,0,0,0,0,0
3Month,0,0.83,0.21,8.22,0.1,0,0.31,0.31,0,1.04,1.14,0,4.37,1.14,0.1,2.29,0.42,1.46,6.87,1.66,0.1,0,0.31,0.21,0.31,0,0.21,0.31,0,0.1,5.72,0.1,0,0.62,0.73,1.56
22Month,0,1.78,0.27,3.01,0,0,0.27,0.14,0.14,1.23,2.87,1.09,9.43,0.82,0.41,2.46,0.14,0,5.6,0.96,0,0.68,0.27,0,0,0.14,0.41,0.14,0,0,1.23,0.96,0.27,0.27,0,0.55
