stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0.56,0,0,0,0,0.28,0,0.28,0,0,0,0,0,0
3Month,0.83,2.39,3.33,47.22,0.42,1.46,0.94,0.31,5.62,14.46,0,122.43,18.83,2.08,31.93,5.2,16.23,14.25,20.39,4.99,0.1,4.47,3.95,2.29,0.62,1.98,1.66,0,1.04,7.07,14.77,0.31,0,0.1,3.43,9.26,11.03
22Month,2.87,45.23,15.71,100.16,1.09,9.7,4.1,0.68,18.86,121.07,46.6,1537.99,62.45,21.04,155.64,6.83,24.73,86.64,110,4.65,50.7,17.35,2.6,6.15,2.32,13.25,8.61,9.29,3.96,7.24,12.44,6.42,4.37,0.96,4.24,0.14,26.1
