stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,39,17,0,81,0,0,0,0,0,0,0,2,0,0,1,1,7,5,1,107,0,0,0,0,66,585,0,0,4,0,0,0,0,1,0,0,0
72hpf,8.46,4.51,0,6.48,0.28,2.82,0,0,0,0,0,0,0,0,0,0,5.07,6.48,0.28,20.01,0,0,0.85,0.28,124.29,26.21,0.56,8.46,22.27,0,0,14.94,0,0.28,0,0,0
21Day,14.06,1.85,1.85,10.73,0.37,1.11,0,0,0,0,0,0,0,0.37,0,1.11,3.7,3.7,1.48,11.1,0,0.37,5.92,0,14.43,5.92,0,5.18,9.25,1.48,0,6.29,0.74,1.11,0,0,0
3Month,0.21,9.67,0.52,56.17,0.1,0,0.73,0.1,0.73,1.87,0.52,0,6.97,1.98,0.1,34.43,44.1,6.55,1.98,9.15,0.62,0,2.91,41.09,1.56,0.21,1.04,11.96,0.42,0.83,2.18,0.21,0,0.1,0.73,2.29,1.77
22Month,0,7.38,1.09,22.14,0.14,0,0.55,0,0.41,0.96,1.91,0,3.55,0.27,2.05,7.38,7.11,1.09,0.82,2.46,0,0,1.09,1.37,0.14,0.55,0.27,3.69,0,0.27,2.46,0.14,0,0,0,0,0.27
