stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0,0.28,3.66,0,0.56,0,0,0,0,7.05,1.41,0,0.28,0,0.56,0,0,0.28,0,0,0,0,0
21Day,1.11,0,0,21.09,0.37,0.37,0,0.37,0,0,0.37,0,0,0,0,0,0,5.18,0.37,1.48,0,0,0.37,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.37
3Month,0,0.73,0,55.86,0,0,0.31,0,0.1,0.62,2.29,0,7.91,2.5,0.42,3.74,1.14,21.01,1.25,2.81,0.42,0,0.62,0.83,0.1,0,0.52,0,0,0.21,0.73,2.18,0.1,0,0.1,0.21,1.04,1.77
22Month,0.41,1.23,0.27,7.79,0,0,0,0.14,0,0.41,4.92,2.6,36.49,0.82,0.41,4.1,0.55,1.37,2.6,2.87,0.14,0.96,0.41,0,0.68,0.14,0.68,0.41,0.27,0,0.41,0,0.82,0.55,0,0.14,0,2.19
