stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,22,0,0,25,1,0,0,0,0,0,0,0,0,0,2,0,1,20,0,0,0,0,8,48,0,0,0,6,0,0,0,0,0,0,0,0,0
72hpf,49.89,1.97,0,12.68,60.32,5.07,0,0,0,0,0,0,0,0,1.41,86.25,0.28,93.86,0,0.56,0,0.28,52.14,43.4,0,0.56,0,133.88,0.28,0,3.66,0,0.28,1.69,0,0,0
21Day,54.76,0.37,0,8.88,25.53,3.7,0,2.22,0.37,0,0.74,0.74,1.11,1.11,0.74,29.6,5.92,83.25,0,0.37,5.18,0,28.49,13.32,0.74,0.37,0,28.49,5.55,1.48,2.22,1.48,2.22,2.22,0,0,1.11
3Month,0.42,0.21,0,12.17,4.89,0,0.31,0.1,5.93,0.52,2.5,0.83,0,1.77,0.31,7.28,1.66,12.17,3.12,0,1.25,0.31,1.35,0.21,0.62,0.1,0,0,0.42,8.84,0.21,0,0,0.1,0.21,11.96,0.62
22Month,0.27,0.14,0.14,18.31,1.91,0,0.14,0,1.5,0.68,9.7,0.14,0,1.23,0.14,5.33,1.37,10.8,0.41,0.27,1.5,0,0.96,0.27,1.64,0.14,0.27,0,0.27,12.71,0.96,0,0,0.55,0.14,0,0.41
