stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,10,0,0,0,0,3,100,1,0,0,2,0,0,0,0,1,0,0,0
72hpf,2.54,0,0,3.66,2.82,2.82,0,0.85,0,0,0,0,0,0,0.28,0,1.41,9.02,0,8.46,0,0,0,0.56,25.08,29.59,0.28,0.28,0,3.95,0.28,0.28,4.23,0.28,0.56,0,0,0
21Day,2.59,0.37,0,8.88,0,4.44,0,1.85,0,0.37,0,0,1.85,0,2.59,0.37,0.37,5.55,0.37,10.36,0,0,1.85,0,5.92,11.84,0,0.37,0,4.81,1.11,0,1.48,0.37,0.74,0,0,0
3Month,0.31,2.5,0.62,38.59,0.42,0,0.21,0.83,5.72,4.37,0.1,0,33.18,4.26,1.56,12.59,4.47,10.4,8.32,13.31,2.29,0,4.26,2.81,0.94,0.83,3.12,1.04,0,0.31,1.25,48.99,0.73,0.1,0.21,1.87,12.79,5.1
22Month,0.14,0.68,0.82,9.02,0,0,0.41,0.82,1.64,6.29,0.82,0,58.49,1.64,2.46,5.19,0.41,1.23,5.47,4.51,0.14,0.27,1.78,0.27,0.68,0.14,0.68,0.68,0.55,0.14,0.14,6.15,0.55,0.27,0,0.14,0.14,2.6
