stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0,0,2.25,7.61,0,2.54,0,1.41,0.28,0.56,2.54,3.66,0,0.28,4.23,0.56,0,0,0.28,0,0.28,0,0,0
21Day,2.22,0.37,2.22,32.19,0.37,1.48,0,0.37,0,0,0,0,0,8.51,0,0.37,1.48,0.74,21.09,1.48,10.36,0,0,0,1.48,5.18,2.96,0,0,8.88,7.77,0,0,0,0.74,0.37,0,0,0.74
3Month,0.21,0.52,10.19,24.55,0.1,0,1.25,0.21,0.21,5.41,2.18,0,0,207.51,2.7,0.21,113.38,1.56,12.59,1.35,9.47,3.43,0.21,1.46,37.86,0.21,0.1,1.25,0.73,0.94,5.41,0.31,6.24,0.21,0,0.21,0.94,1.77,1.77
22Month,0,0.14,0.68,5.47,0,0,0,0,0,0.41,0.55,24.05,0,5.88,0,0,10.8,0.14,1.5,0.27,1.91,0,0.14,0.41,0.82,0.27,0,0.96,0,0.14,0,0,0.82,0,0,0,0,0,0
