stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.13,1.97,0,2.82,0,0.28,0,0,10.15,5.92,0,0,0,3.95,0,0,0.28,0,0,0
21Day,0.37,0,0.74,3.33,0,0.37,0,0,0,0,0,3.7,0,2.22,0,0,1.48,0.37,3.33,0,0,0,0,1.48,1.48,0.37,0.37,0,1.48,0.74,0,0,0,0,0.37
3Month,0.31,1.98,1.35,14.46,0.21,0,1.14,0.21,1.77,3.22,0.1,397.03,3.43,0.1,8.63,1.98,4.37,2.29,5.82,1.46,0.83,1.35,1.46,0.21,0.21,1.25,1.04,0,0.42,5.3,3.95,0.42,1.87,3.12,3.43
22Month,0,1.23,0.41,2.32,0.14,0,0.41,0,0.55,1.64,1.23,139.93,1.09,0.68,1.64,0.14,0.55,1.09,4.1,0,3.42,0.27,0.14,0.27,0.27,0.82,0.27,0.14,0.27,0.41,1.37,0,0.14,0,0.82
