stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,10,0,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,1.69,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0,3.95,11.27,1.13,5.92,0,1.41,0.28,0.56,10.99,5.07,0,0,0,6.48,1.13,0.28,1.41,0,0.28,0,0,0
21Day,4.07,1.48,1.11,10.36,0.37,1.85,0,2.22,0,0,0,0,0,0.37,0,1.11,4.81,0,4.44,0,21.46,0,0,0.37,0,5.18,4.07,0,0.37,0,7.77,2.59,0.74,1.85,0.74,0.74,0,0,0.74
3Month,0.1,2.39,1.04,23.92,0.1,0,0.52,0.42,0.21,2.91,2.91,0.1,0,15.91,1.35,0.42,36.93,1.98,5.82,2.18,10.09,1.87,0.1,2.08,2.6,0.94,0.1,1.98,0.73,0,0.42,1.14,46.91,0.31,0,0.1,2.29,6.35,1.87
22Month,0.27,1.91,1.09,6.7,0.14,0,0.55,0.14,0,1.23,2.87,1.64,0,27.74,1.09,0.96,27.74,0.82,1.09,2.32,6.83,0.14,0.68,2.05,0.14,0.41,0.14,1.09,0.96,0.27,0.41,0,10.11,1.23,0.27,0,0.27,0,0.82
