stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,0.56,0,0,0,0,0,0,0,0,0.85,0,0,3.38,0,1.13,0,0.28,0,0,3.38,3.66,0,0,0,2.25,0,0,0.56,0.28,0,0,0
21Day,0.74,0.37,0,6.29,0,1.48,0,1.85,0,1.11,0,0.37,0,5.92,0,0.74,3.7,2.59,7.03,0,0,1.11,0,1.48,1.11,0,0,0,1.11,1.11,0,0,0,0,0,1.48
3Month,0,0.42,0.21,7.07,0,0,0.1,0.21,1.14,0.83,0,4.58,2.6,0.21,2.81,0.94,2.29,0.94,2.29,0.42,0.1,0.52,0.31,0.42,0,0.62,0,0,0,0.62,11.65,0,0,0.31,53.36,3.12
22Month,0,0.55,0.41,1.64,0.14,0,0.14,0.14,0.14,1.23,0.14,8.06,1.5,0.82,2.32,0.14,0.41,2.46,1.5,0.14,0,0.55,0,0.14,0,0.14,0.14,0.27,0,0.14,1.23,0.14,0,0,0,0.41
