stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,1,5,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,1.69,1.41,11.84,0,0,0,0,0.28,0,0,0,1.41,0,2.54,4.23,3.1,4.23,0,0.56,0.28,0.28,4.23,4.23,0,0,0,5.07,0.28,0,0.28,0.85,0.28,0,0.28,0,0,0
21Day,3.33,1.11,1.85,14.06,2.59,12.95,0,4.81,0,0.37,1.48,0,4.07,1.11,8.14,3.7,3.7,2.59,4.07,20.72,0,0,4.44,0,5.92,5.92,1.11,1.11,0,8.88,2.22,0,0.37,3.7,0.37,1.48,0.74,0,0,3.33
3Month,1.87,12.79,21.01,96.53,4.26,0,6.24,4.26,0.52,50.24,73.33,0.31,1703.17,91.85,8.11,205.12,47.64,19.87,37.34,57.94,16.33,2.6,38.8,27.46,6.24,1.77,9.05,10.3,0,3.22,30.06,0.31,46.39,3.12,0.1,0.1,1.66,13.31,19.66,26
22Month,1.78,19.13,16.26,44.14,1.5,0,9.16,3.28,0.27,21.04,92.1,3.42,1618.07,26.92,16.81,128.18,6.01,7.11,42.22,70.37,2.19,27.19,9.02,0.96,2.05,1.64,7.93,6.29,0.96,4.1,2.73,0,17.63,11.34,1.78,0,0.68,2.19,0.27,10.8
