stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28,1,0,23,0,0,0,0,0,0,0,0,0,0,0,2,5,7,59,0,0,0,0,9,402,0,0,0,61,0,0,0,0,0,1,0,0,0
72hpf,40.87,0.85,0,12.97,3.95,3.38,0,0,0,0,0,0,0,0.56,0,2.82,11.56,0.56,198.7,0,0.28,23.96,0,33.82,76.94,0,0.28,0,159.81,0.56,0.28,43.12,0.56,0,10.99,0,0,0
21Day,23.68,0.37,0.74,29.6,0.74,3.7,0.74,0,0,0.37,0,0.37,0.37,0.37,0,2.59,9.25,4.81,116.92,0,0,69.93,0,11.84,21.09,0,0.37,0,29.23,8.14,0.74,21.09,5.18,21.09,4.07,0.37,0,0.37
3Month,0.52,0.83,0.1,18.72,0.1,0,0.1,0.1,0.83,1.77,0,11.34,0.83,0,1.04,0.62,6.76,1.35,29.23,0.62,0,3.43,0.21,0.21,0.52,0.21,0.1,0,0.21,0.62,8.84,2.29,0,0,1.66,30.16,2.7,1.04
22Month,0.14,0.68,0.27,4.78,0,0,0.14,0.14,0,1.64,14.76,9.84,0.41,0,0.96,0.27,1.64,1.09,27.19,0.27,0.41,4.24,0,0.27,1.5,0,0.27,0.55,0.27,0.14,7.93,2.73,0.27,0,1.91,3.01,0,0.68
