stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,1.13,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0,0.74,2.96,0,0,0,0,0,0,0,0,0,2.22,1.11,7.4,0,0.37,0,0,0,0,0.37,0,0,0,0,0.37,0.74,0,0,0,0,0,0,0
3Month,0.1,0.94,7.8,65.43,0,0,0.83,31.52,2.18,0,13.94,3.02,0.21,273.36,3.33,3.85,1.87,1.56,0.62,0.1,29.33,8.63,0.21,0,3.64,0.21,0,0.1,2.18,3.02,0.21,0,0.1,0.62,1.46,1.77
22Month,0,0.68,11.21,23.91,0.14,0,0.68,15.03,3.01,0.55,23.09,1.37,0.27,298.99,1.64,1.09,2.46,1.78,0,0.41,12.16,0.41,0,0,2.46,0.27,0.41,0,0.55,3.69,0,0.41,0,0,0,0.82
