stage,Hepatocyte,Intestinal.bulb.cell,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,Radial.glia
24hpf,0,0,1,2,0,3,0,0
72hpf,0,0,0,0,0.281848056003223,0.84554416800967,0.563696112006446,0
21Day,0,0,0,0,0,0.739973720528564,0,0.369986860264282
3Month,0.208034013289345,0.104017006644673,0,0,0,0,0,0
22Month,0.136649431988133,0.136649431988133,0,0,0,0,0,0
