stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,28,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.92,3.95,0,10.99,1.97,0.85,0,0,0,0,0,0,0,0,0,14.94,9.86,0,53.27,0,1.69,3.1,23.96,33.26,0,0.56,32.98,1.97,0,5.07,0,0,1.41,0,0,0
21Day,2.59,1.85,0,27.75,0,1.85,0,0,0,0,0,1.11,0,0,0.74,1.85,11.1,0,58.83,0,0,15.17,5.92,12.58,0.37,1.48,5.18,2.22,0,2.22,0.37,0.37,0.37,0,0,0
3Month,0.52,0.21,0,6.87,0,0,0,0,0.1,0.21,0.1,0.73,0.52,0,0.42,0.42,1.46,0.21,3.95,1.35,0,1.66,0.31,0.1,0.62,0.1,0,0.31,0.73,0.31,0,0,0,0.52,0.1,0.1
22Month,2.32,9.7,0.82,22.41,0.68,0,0.14,0.27,1.37,1.37,1.5,10.93,0.55,0.14,1.91,0.27,2.73,0.27,54.25,1.78,0,16.67,0.41,0.68,0.14,0.14,0.41,0,1.64,10.52,0.41,0,0.27,0.41,0,0.41
