stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,1.41,0,0,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0.37,0,2.59,0.37,0,0.37,0,0,1.11,0.37,0.37,0,1.11,0,0.37,1.48,1.11,4.07,0,0,0.37,0,4.07,0.74,0,0.37,1.85,0.37,0,0.74,0,0,0,0.37
3Month,0.1,5.82,0.62,32.45,0,1.77,0.31,0.21,4.06,72.81,0.1,8.32,16.12,1.66,19.76,1.56,7.8,11.13,8.43,1.56,0,2.7,0.62,0.94,0.42,1.14,0,0.42,1.14,4.37,0.42,0.42,3.74,1.35,7.18
22Month,0,4.65,2.05,5.19,0,0.41,0.14,0,1.91,21.32,1.23,7.52,3.42,1.23,14.76,0.14,1.23,6.7,2.87,0,0.55,0.55,0,0.27,0,0.41,0.41,0,0,2.19,0.41,0,0.55,0,0.55
