stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0,0.56,0,0,0,0,0,0,1.41,0,0.28,1.13,1.97,0,0,0,0,0,0.28,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0
21Day,4.81,0.74,0.74,34.41,1.85,0,8.51,0,0,1.11,0.74,0.74,0,22.57,2.22,1.48,11.1,35.52,7.77,0,0,1.48,0,5.55,1.48,0,0,0,1.48,2.96,0,1.48,0,0.37,1.48,0,0,15.54
3Month,0.62,2.08,2.6,51.59,0,0.83,1.56,0,6.76,10.4,0.1,17.68,29.33,4.99,40.25,3.95,16.75,57.83,19.66,1.04,0.1,2.18,1.35,0.31,0,1.04,0.73,0,0,1.56,0.21,6.45,0,0,0,3.33,1.14,61.79
22Month,0.14,6.56,2.6,22.27,0,1.09,2.19,0.14,3.55,21.18,3.28,34.98,14.21,8.88,26.24,0.68,6.15,30.88,24.6,0.27,0.55,1.91,0.27,0.68,0,0.68,0.55,0.55,0.14,0.27,0,4.92,0.68,0.27,0,1.37,0,21.86
