stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,0.56,0,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0.28,1.69,0,1.13,0,0,0,0,135.29,6.48,0.28,0.28,0,0.85,0,0,0.56,0,0,2.82,0,0,0
21Day,5.55,0.37,0,2.22,2.22,0,0.37,0,0,0.37,0,0,0,0.37,0.74,0,0.74,0,5.18,0,0,0,0,94.35,9.99,0.37,0.37,0,0.74,2.22,0.37,4.44,0.74,0.74,0.74,0,0,0.37
3Month,0.42,0.31,0.21,3.22,0,0.1,0,0.1,0.52,0.31,0,5.72,0.62,0.21,1.14,0.31,0.62,1.04,0.94,0.1,0,1.35,0.31,1.46,0.31,0.52,0.42,0,0,0.21,14.56,0.1,0,0,0.83,0.73,0.31,1.77
22Month,0.14,0.14,0.14,0.82,0,0,0,0,0.41,0.82,0.41,15.58,0.14,1.78,2.19,0,0.68,1.64,2.73,0,0.27,0.27,0,3.28,0.55,1.64,0.55,0.14,0,0,14.07,1.37,0.14,0,0.14,0.41,0,0.41
