stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,1.97,0,0.28,0,0,0,0,0,0,0,0,1.69,5.92,0.56,2.54,0,0.56,0.28,0,9.02,9.3,0.28,0.28,0,3.66,0,0,1.13,0.28,0,0.28,0,0,0
21Day,1.11,0.37,0.37,15.17,2.59,0,1.85,0.37,0.37,0,0,0.37,0,3.33,0.37,0.37,8.14,2.96,6.66,0.37,0,1.11,0,5.18,4.44,0,0.74,0,2.22,0,0,0.74,0,1.48,0,0,0,2.22
3Month,0,0.62,0.31,13.83,0,0.21,0.31,3.02,3.12,0,0,12.69,3.22,1.04,5.72,0.73,3.02,2.6,2.39,0.31,0,0.73,0.73,0.21,0.1,0.21,0.31,0,0,0.42,8.74,0.21,0,0,0.1,1.46,13.73,5.1
22Month,0,0.68,0.27,2.6,0,0.14,0.14,0.96,5.19,0.55,0,23.23,1.64,0.27,5.06,0.14,0.96,4.37,1.09,0,0.82,0.27,0,0.41,0,0.14,0.27,0.27,0,0.14,1.37,0.14,0.14,0,0,0,0,1.64
