stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,168,0,0,0,6,75,0,0,79,0,0,0,0,0,0,0,0,0
72hpf,12.12,0.28,0,1.69,0.56,3.1,0,0,0,0,0.28,0,0,0,0.28,0,0.28,8.17,0.85,209.13,0,0.28,2.25,92.16,16.63,0.56,0.85,159.53,0,0,1.41,0,0.28,0.85,0,0,0
21Day,4.44,0,0.37,4.07,0.37,3.33,0,0.74,0,0,0.37,0.37,0.74,0,0.37,1.85,0,4.81,0.37,149.1,0,0,0.74,67.34,5.55,0.37,0.74,68.82,7.4,0,0.37,0.37,1.11,7.77,0,0,1.11
3Month,0.1,0.21,0.1,1.56,0,0,0,0,0,0.1,1.25,0,1.04,1.04,0.1,0.42,0.1,0.52,0.73,34.22,1.04,0,0.1,3.12,0,0.1,0,0.1,0,0.73,0,0,0,1.14,0.1,0.1,0.52
22Month,0.14,0.27,0,0.96,0,0,0.41,0,0.14,0,1.09,4.1,7.38,0.41,0.27,0.55,0,0.14,1.5,53.43,1.23,0,0.55,2.73,0,0.14,0.14,0.14,0,2.32,0,0.14,0,0.82,0.27,0,0.41
