stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0.28,0.85,0,0.85,0,3.1,2.25,0,0.56,0,0,0.28,0,0,0,0
21Day,0.74,0,1.11,0.74,0.37,0,0,0,0,0,0,0,0,1.11,0,1.48,0,0.37,0,0.37,0,0,0.37,0,0,0
3Month,0,0,0.52,0,0,0.1,0.1,1.56,0,0.1,0,0.42,0.31,0.62,0.1,0,0,0,0,0,0.83,0,0,0.1,0.21,0.42
22Month,0,0,0.14,0,0,0,0,0.96,0.14,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0
